,memory,version,dataset,motif length,metric,value
1056,32 GB,SCAMPI (32 GB),Lab_K_060314,512,discovery in s,105.065747411
1057,32 GB,SCAMPI (32 GB),Lab_K_060314,1024,discovery in s,109.565602873
1058,32 GB,SCAMPI (32 GB),Lab_K_060314,2048,discovery in s,126.931344228
1059,32 GB,SCAMPI (32 GB),Lab_K_060314,4096,discovery in s,168.537004207
1060,1 GB,SCAMPI (1 GB),stator_winding,512,discovery in s,15.41954302
1061,1 GB,SCAMPI (1 GB),stator_winding,1024,discovery in s,15.11867586
1062,1 GB,SCAMPI (1 GB),stator_winding,2048,discovery in s,20.620370304
1063,1 GB,SCAMPI (1 GB),stator_winding,4096,discovery in s,37.0852587
1064,4 GB,SCAMPI (4 GB),CinC_Challenge,512,discovery in s,0.914544216
1065,4 GB,SCAMPI (4 GB),CinC_Challenge,1024,discovery in s,0.856754385
1066,4 GB,SCAMPI (4 GB),CinC_Challenge,2048,discovery in s,2.715203504
1067,4 GB,SCAMPI (4 GB),CinC_Challenge,4096,discovery in s,5.019600063
1068,1 GB,SCAMPI (1 GB),water,512,discovery in s,1.010617664
1069,1 GB,SCAMPI (1 GB),water,1024,discovery in s,0.397865684
1070,1 GB,SCAMPI (1 GB),water,2048,discovery in s,15.150013157
1071,1 GB,SCAMPI (1 GB),water,4096,discovery in s,18.596341338
1072,16 GB,SCAMPI (16 GB),Lab_K_060314,512,discovery in s,68.369425563
1073,16 GB,SCAMPI (16 GB),Lab_K_060314,1024,discovery in s,70.379764617
1074,16 GB,SCAMPI (16 GB),Lab_K_060314,2048,discovery in s,73.612257606
1075,16 GB,SCAMPI (16 GB),Lab_K_060314,4096,discovery in s,108.705486528
1076,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,512,discovery in s,0.8415155230000001
1077,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,1024,discovery in s,0.9132744380000001
1078,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,2048,discovery in s,4.323838428
1079,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,4096,discovery in s,1.5411246680000001
1080,0.25 GB,SCAMPI (0.25 GB),stator_winding,512,discovery in s,4.739785535
1081,0.25 GB,SCAMPI (0.25 GB),stator_winding,1024,discovery in s,4.964483125
1082,0.25 GB,SCAMPI (0.25 GB),stator_winding,2048,discovery in s,7.700337344
1083,0.25 GB,SCAMPI (0.25 GB),stator_winding,4096,discovery in s,18.181883013
1084,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,512,discovery in s,1.510882409
1085,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,1024,discovery in s,0.401269892
1086,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,2048,discovery in s,20.851062305
1087,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,4096,discovery in s,21.269296733
1088,0.25 GB,SCAMPI (0.25 GB),solarwind,512,discovery in s,6.494263402
1089,0.25 GB,SCAMPI (0.25 GB),solarwind,1024,discovery in s,6.986906956
1090,0.25 GB,SCAMPI (0.25 GB),solarwind,2048,discovery in s,16.682809132
1091,0.25 GB,SCAMPI (0.25 GB),solarwind,4096,discovery in s,16.611675225
1092,4 GB,SCAMPI (4 GB),recorddata,512,discovery in s,14.172321405
1093,4 GB,SCAMPI (4 GB),recorddata,1024,discovery in s,15.327388853
1094,4 GB,SCAMPI (4 GB),recorddata,2048,discovery in s,28.846091154
1095,4 GB,SCAMPI (4 GB),recorddata,4096,discovery in s,27.110992326
1096,64 GB,SCAMPI (64 GB),Lab_K_060314,512,discovery in s,151.333026799
1097,64 GB,SCAMPI (64 GB),Lab_K_060314,1024,discovery in s,172.599395212
1098,64 GB,SCAMPI (64 GB),Lab_K_060314,2048,discovery in s,188.368483081
1099,64 GB,SCAMPI (64 GB),Lab_K_060314,4096,discovery in s,248.527241076
1100,4 GB,SCAMPI (4 GB),Lab_K_060314,512,discovery in s,20.015646674
1101,4 GB,SCAMPI (4 GB),Lab_K_060314,1024,discovery in s,20.335975476
1102,4 GB,SCAMPI (4 GB),Lab_K_060314,2048,discovery in s,23.274585177
1103,4 GB,SCAMPI (4 GB),Lab_K_060314,4096,discovery in s,37.901734883
1104,16 GB,SCAMPI (16 GB),water,512,discovery in s,1.038394359
1105,16 GB,SCAMPI (16 GB),water,1024,discovery in s,0.40522649
1106,16 GB,SCAMPI (16 GB),water,2048,discovery in s,76.997314123
1107,16 GB,SCAMPI (16 GB),water,4096,discovery in s,123.268533552
1108,1 GB,SCAMPI (1 GB),swtAttack7,512,discovery in s,0.229607308
1109,1 GB,SCAMPI (1 GB),swtAttack7,1024,discovery in s,24.249584336
1110,1 GB,SCAMPI (1 GB),swtAttack7,2048,discovery in s,18.729018173
1111,1 GB,SCAMPI (1 GB),swtAttack7,4096,discovery in s,28.778182553
1112,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,512,discovery in s,1.64783496
1113,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,1024,discovery in s,0.456114993
1114,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,2048,discovery in s,8.409574115
1115,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,4096,discovery in s,11.95577249
1116,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,512,discovery in s,4.018656934
1117,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,1024,discovery in s,6.713750774
1118,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,2048,discovery in s,5.595434277
1119,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,4096,discovery in s,12.651875473
1120,64 GB,SCAMPI (64 GB),water,512,discovery in s,1.030010106
1121,64 GB,SCAMPI (64 GB),water,1024,discovery in s,0.412490375
1122,64 GB,SCAMPI (64 GB),water,2048,discovery in s,115.124956194
1123,64 GB,SCAMPI (64 GB),water,4096,discovery in s,286.966693369
1124,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,512,discovery in s,45.226117224
1125,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,1024,discovery in s,34.373605749
1126,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,2048,discovery in s,34.74090617
1127,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,4096,discovery in s,30.039536967
1128,1 GB,SCAMPI (1 GB),solarwind,512,discovery in s,15.075411403
1129,1 GB,SCAMPI (1 GB),solarwind,1024,discovery in s,15.026144423
1130,1 GB,SCAMPI (1 GB),solarwind,2048,discovery in s,21.023176884
1131,1 GB,SCAMPI (1 GB),solarwind,4096,discovery in s,30.345891168
1132,32 GB,SCAMPI (32 GB),CinC_Challenge,512,discovery in s,0.9767107210000001
1133,32 GB,SCAMPI (32 GB),CinC_Challenge,1024,discovery in s,1.5303407150000001
1134,32 GB,SCAMPI (32 GB),CinC_Challenge,2048,discovery in s,2.83628822
1135,32 GB,SCAMPI (32 GB),CinC_Challenge,4096,discovery in s,4.995683949
1136,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,512,discovery in s,21.380529917
1137,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,1024,discovery in s,48.524723011
1138,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,2048,discovery in s,0.9316215830000001
1139,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,4096,discovery in s,119.609245059
1140,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,512,discovery in s,1.628733963
1141,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,1024,discovery in s,1.9081496770000002
1142,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,2048,discovery in s,3.364009899
1143,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,4096,discovery in s,34.179421994
1144,0.5 GB,SCAMPI (0.5 GB),swtAttack7,512,discovery in s,0.23055888600000002
1145,0.5 GB,SCAMPI (0.5 GB),swtAttack7,1024,discovery in s,14.362190554
1146,0.5 GB,SCAMPI (0.5 GB),swtAttack7,2048,discovery in s,12.029352662
1147,0.5 GB,SCAMPI (0.5 GB),swtAttack7,4096,discovery in s,20.581662037
1148,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,512,discovery in s,1.541125544
1149,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,1024,discovery in s,0.39208594300000005
1150,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,2048,discovery in s,94.971135049
1151,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,4096,discovery in s,73.058807379
1152,0.25 GB,SCAMPI (0.25 GB),recorddata,512,discovery in s,14.16908254
1153,0.25 GB,SCAMPI (0.25 GB),recorddata,1024,discovery in s,12.866406474
1154,0.25 GB,SCAMPI (0.25 GB),recorddata,2048,discovery in s,27.088747592
1155,0.25 GB,SCAMPI (0.25 GB),recorddata,4096,discovery in s,27.29780304
1156,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,512,discovery in s,20.559013648
1157,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,1024,discovery in s,20.753265597
1158,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,2048,discovery in s,16.952735656
1159,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,4096,discovery in s,21.240489751
1160,4 GB,SCAMPI (4 GB),WindTurbine,512,discovery in s,0.653464793
1161,4 GB,SCAMPI (4 GB),WindTurbine,1024,discovery in s,0.948737632
1162,4 GB,SCAMPI (4 GB),WindTurbine,2048,discovery in s,1.832016464
1163,4 GB,SCAMPI (4 GB),WindTurbine,4096,discovery in s,2.311626976
1164,8 GB,SCAMPI (8 GB),swtAttack7,512,discovery in s,0.23080150900000002
1165,8 GB,SCAMPI (8 GB),swtAttack7,1024,discovery in s,64.617083386
1166,8 GB,SCAMPI (8 GB),swtAttack7,2048,discovery in s,35.581838669
1167,8 GB,SCAMPI (8 GB),swtAttack7,4096,discovery in s,41.105027601
1168,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,512,discovery in s,96.936568502
1169,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,1024,discovery in s,56.536158445
1170,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,2048,discovery in s,137.957712197
1171,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,4096,discovery in s,83.829530515
1172,8 GB,SCAMPI (8 GB),solarwind,512,discovery in s,66.516906392
1173,8 GB,SCAMPI (8 GB),solarwind,1024,discovery in s,72.825135931
1174,8 GB,SCAMPI (8 GB),solarwind,2048,discovery in s,75.027304983
1175,8 GB,SCAMPI (8 GB),solarwind,4096,discovery in s,82.6024855
1176,32 GB,SCAMPI (32 GB),FingerFlexionECoG,512,discovery in s,3.758817563
1177,32 GB,SCAMPI (32 GB),FingerFlexionECoG,1024,discovery in s,3.616512734
1178,32 GB,SCAMPI (32 GB),FingerFlexionECoG,2048,discovery in s,5.995783508
1179,32 GB,SCAMPI (32 GB),FingerFlexionECoG,4096,discovery in s,7.067505581
1180,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,512,discovery in s,1.322964572
1181,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,1024,discovery in s,150.081385444
1182,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,2048,discovery in s,164.726267572
1183,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,4096,discovery in s,183.03978598
1184,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,512,discovery in s,95.380607485
1185,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,1024,discovery in s,53.799342658
1186,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,2048,discovery in s,133.761246243
1187,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,4096,discovery in s,84.32985654
1188,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,512,discovery in s,5.440565258
1189,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,1024,discovery in s,11.228413823
1190,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,2048,discovery in s,17.569220036
1191,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,4096,discovery in s,47.845654479
1192,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,512,discovery in s,31.479112383
1193,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,1024,discovery in s,42.968631101
1194,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,2048,discovery in s,74.338952589
1195,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,4096,discovery in s,327.097416667
1196,16 GB,SCAMPI (16 GB),Lab_FD_061014,512,discovery in s,75.640686973
1197,16 GB,SCAMPI (16 GB),Lab_FD_061014,1024,discovery in s,94.551473838
1198,16 GB,SCAMPI (16 GB),Lab_FD_061014,2048,discovery in s,122.936737145
1199,16 GB,SCAMPI (16 GB),Lab_FD_061014,4096,discovery in s,139.966538328
1200,16 GB,SCAMPI (16 GB),WindTurbine,512,discovery in s,0.6339641220000001
1201,16 GB,SCAMPI (16 GB),WindTurbine,1024,discovery in s,0.9416285190000001
1202,16 GB,SCAMPI (16 GB),WindTurbine,2048,discovery in s,1.823820368
1203,16 GB,SCAMPI (16 GB),WindTurbine,4096,discovery in s,2.366635837
1204,1 GB,SCAMPI (1 GB),house,512,discovery in s,4.949854663
1205,1 GB,SCAMPI (1 GB),house,1024,discovery in s,5.278886416
1206,1 GB,SCAMPI (1 GB),house,2048,discovery in s,10.349701386
1207,1 GB,SCAMPI (1 GB),house,4096,discovery in s,24.801817135
1208,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,512,discovery in s,15.046697022
1209,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,1024,discovery in s,14.27417084
1210,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,2048,discovery in s,18.158678114
1211,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,4096,discovery in s,20.154867087
1212,64 GB,SCAMPI (64 GB),WindTurbine,512,discovery in s,0.609882036
1213,64 GB,SCAMPI (64 GB),WindTurbine,1024,discovery in s,0.917747512
1214,64 GB,SCAMPI (64 GB),WindTurbine,2048,discovery in s,1.8312279710000001
1215,64 GB,SCAMPI (64 GB),WindTurbine,4096,discovery in s,2.333844653
1216,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,512,discovery in s,22.679911691
1217,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,1024,discovery in s,48.210128175
1218,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,2048,discovery in s,0.916975752
1219,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,4096,discovery in s,118.469785588
1220,64 GB,SCAMPI (64 GB),Lab_FD_061014,512,discovery in s,229.221578652
1221,64 GB,SCAMPI (64 GB),Lab_FD_061014,1024,discovery in s,298.072075917
1222,64 GB,SCAMPI (64 GB),Lab_FD_061014,2048,discovery in s,418.106107058
1223,64 GB,SCAMPI (64 GB),Lab_FD_061014,4096,discovery in s,413.257390012
1224,2 GB,SCAMPI (2 GB),water,512,discovery in s,1.016506135
1225,2 GB,SCAMPI (2 GB),water,1024,discovery in s,0.40136715900000003
1226,2 GB,SCAMPI (2 GB),water,2048,discovery in s,23.347804533
1227,2 GB,SCAMPI (2 GB),water,4096,discovery in s,32.619131723
1228,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,512,discovery in s,31.051769488
1229,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,1024,discovery in s,42.551227284
1230,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,2048,discovery in s,70.988716877
1231,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,4096,discovery in s,327.43712574
1232,2 GB,SCAMPI (2 GB),stator_winding,512,discovery in s,26.065028511
1233,2 GB,SCAMPI (2 GB),stator_winding,1024,discovery in s,25.727088143
1234,2 GB,SCAMPI (2 GB),stator_winding,2048,discovery in s,31.274393294
1235,2 GB,SCAMPI (2 GB),stator_winding,4096,discovery in s,49.875317055000004
1236,0.25 GB,SCAMPI (0.25 GB),water,512,discovery in s,1.007994994
1237,0.25 GB,SCAMPI (0.25 GB),water,1024,discovery in s,0.396960937
1238,0.25 GB,SCAMPI (0.25 GB),water,2048,discovery in s,6.884972303
1239,0.25 GB,SCAMPI (0.25 GB),water,4096,discovery in s,9.22189967
1240,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,512,discovery in s,0.9019124
1241,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,1024,discovery in s,0.856681731
1242,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,2048,discovery in s,2.698769407
1243,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,4096,discovery in s,5.013920231
1244,32 GB,SCAMPI (32 GB),stator_winding,512,discovery in s,47.01766768
1245,32 GB,SCAMPI (32 GB),stator_winding,1024,discovery in s,32.020999358
1246,32 GB,SCAMPI (32 GB),stator_winding,2048,discovery in s,39.035620449
1247,32 GB,SCAMPI (32 GB),stator_winding,4096,discovery in s,61.232085211
1248,0.25 GB,SCAMPI (0.25 GB),WindTurbine,512,discovery in s,0.821044042
1249,0.25 GB,SCAMPI (0.25 GB),WindTurbine,1024,discovery in s,0.9287323460000001
1250,0.25 GB,SCAMPI (0.25 GB),WindTurbine,2048,discovery in s,1.870915798
1251,0.25 GB,SCAMPI (0.25 GB),WindTurbine,4096,discovery in s,2.29372874
1252,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,512,discovery in s,8.872162115
1253,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,1024,discovery in s,8.195254066
1254,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,2048,discovery in s,10.320440063
1255,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,4096,discovery in s,12.93784316
1256,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,512,discovery in s,30.796269161
1257,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,1024,discovery in s,43.536424162
1258,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,2048,discovery in s,70.923627526
1259,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,4096,discovery in s,332.432030852
1260,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,512,discovery in s,2.824926363
1261,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,1024,discovery in s,6.330915651
1262,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,2048,discovery in s,13.280946957
1263,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,4096,discovery in s,41.389361781
1264,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,512,discovery in s,17.808201042
1265,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,1024,discovery in s,12.991717442
1266,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,2048,discovery in s,19.424140061
1267,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,4096,discovery in s,30.161394953
1268,8 GB,SCAMPI (8 GB),house,512,discovery in s,5.12595754
1269,8 GB,SCAMPI (8 GB),house,1024,discovery in s,5.585373263
1270,8 GB,SCAMPI (8 GB),house,2048,discovery in s,8.463215576
1271,8 GB,SCAMPI (8 GB),house,4096,discovery in s,108.206435779
1272,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,512,discovery in s,55.422318381
1273,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,1024,discovery in s,47.53996201
1274,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,2048,discovery in s,94.807339918
1275,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,4096,discovery in s,88.326784588
1276,2 GB,SCAMPI (2 GB),swtAttack38,512,discovery in s,0.033094254000000004
1277,2 GB,SCAMPI (2 GB),swtAttack38,1024,discovery in s,27.381678877
1278,2 GB,SCAMPI (2 GB),swtAttack38,2048,discovery in s,38.72932895
1279,2 GB,SCAMPI (2 GB),swtAttack38,4096,discovery in s,22.692616247
1280,32 GB,SCAMPI (32 GB),swtAttack7,512,discovery in s,0.058588669
1281,32 GB,SCAMPI (32 GB),swtAttack7,1024,discovery in s,66.020651363
1282,32 GB,SCAMPI (32 GB),swtAttack7,2048,discovery in s,34.723316743
1283,32 GB,SCAMPI (32 GB),swtAttack7,4096,discovery in s,40.964454387
1284,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,512,discovery in s,142.399901748
1285,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,1024,discovery in s,110.139398545
1286,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,2048,discovery in s,83.218537159
1287,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,4096,discovery in s,93.700403912
1288,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,512,discovery in s,26.336903783
1289,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,1024,discovery in s,53.797907631
1290,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,2048,discovery in s,45.146129543
1291,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,4096,discovery in s,6.462698657
1292,64 GB,SCAMPI (64 GB),solarwind,512,discovery in s,340.044448623
1293,64 GB,SCAMPI (64 GB),solarwind,1024,discovery in s,377.113821695
1294,64 GB,SCAMPI (64 GB),solarwind,2048,discovery in s,310.435164513
1295,64 GB,SCAMPI (64 GB),solarwind,4096,discovery in s,371.215611705
1296,16 GB,SCAMPI (16 GB),solarwind,512,discovery in s,112.554424478
1297,16 GB,SCAMPI (16 GB),solarwind,1024,discovery in s,131.531678132
1298,16 GB,SCAMPI (16 GB),solarwind,2048,discovery in s,116.985650891
1299,16 GB,SCAMPI (16 GB),solarwind,4096,discovery in s,135.90757041
1300,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,512,discovery in s,451.368261294
1301,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,1024,discovery in s,398.148328431
1302,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,2048,discovery in s,309.981568862
1303,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,4096,discovery in s,323.140040424
1304,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,512,discovery in s,33.595707033
1305,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,1024,discovery in s,30.816129305
1306,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,2048,discovery in s,36.835127626
1307,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,4096,discovery in s,312.670182829
1308,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,512,discovery in s,3.154190532
1309,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,1024,discovery in s,3.431951089
1310,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,2048,discovery in s,3.612134498
1311,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,4096,discovery in s,5.672790585
1312,32 GB,SCAMPI (32 GB),house,512,discovery in s,5.153056939
1313,32 GB,SCAMPI (32 GB),house,1024,discovery in s,5.198571753
1314,32 GB,SCAMPI (32 GB),house,2048,discovery in s,5.046175352
1315,32 GB,SCAMPI (32 GB),house,4096,discovery in s,284.845049728
1316,64 GB,SCAMPI (64 GB),swtAttack38,512,discovery in s,0.047982866000000006
1317,64 GB,SCAMPI (64 GB),swtAttack38,1024,discovery in s,41.598111063
1318,64 GB,SCAMPI (64 GB),swtAttack38,2048,discovery in s,62.04494022
1319,64 GB,SCAMPI (64 GB),swtAttack38,4096,discovery in s,22.876066018
1320,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,512,discovery in s,243.560947283
1321,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,1024,discovery in s,52.407684114
1322,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,2048,discovery in s,210.811760373
1323,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,4096,discovery in s,147.694832445
1324,16 GB,SCAMPI (16 GB),swtAttack38,512,discovery in s,0.035913432
1325,16 GB,SCAMPI (16 GB),swtAttack38,1024,discovery in s,42.417775119
1326,16 GB,SCAMPI (16 GB),swtAttack38,2048,discovery in s,61.938348734
1327,16 GB,SCAMPI (16 GB),swtAttack38,4096,discovery in s,23.157688
1328,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,512,discovery in s,30.51214804
1329,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,1024,discovery in s,42.235971401
1330,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,2048,discovery in s,71.787479676
1331,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,4096,discovery in s,325.057351675
1332,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,512,discovery in s,5.34192354
1333,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,1024,discovery in s,6.431453668
1334,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,2048,discovery in s,8.683175547
1335,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,4096,discovery in s,13.034023813
1336,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,512,discovery in s,1.566979567
1337,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,1024,discovery in s,1.917818297
1338,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,2048,discovery in s,3.459810177
1339,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,4096,discovery in s,7.335298295
1340,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,512,discovery in s,0.8605418130000001
1341,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,1024,discovery in s,0.92655752
1342,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,2048,discovery in s,4.359770321
1343,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,4096,discovery in s,2.080138234
1344,2 GB,SCAMPI (2 GB),CinC_Challenge,512,discovery in s,0.9027671270000001
1345,2 GB,SCAMPI (2 GB),CinC_Challenge,1024,discovery in s,0.855050167
1346,2 GB,SCAMPI (2 GB),CinC_Challenge,2048,discovery in s,2.723451965
1347,2 GB,SCAMPI (2 GB),CinC_Challenge,4096,discovery in s,5.022239577
1348,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,512,discovery in s,0.851186442
